216546	1	2	720	1080
183426	1	2	720	1080
165731	1	2	720	1080
161101	1	2	720	1080
143782	1	2	720	1080
177391	1	2	720	1080
221779	1	2	720	1080
205595	1	2	720	1080
172062	1	2	720	1080
217748	1	2	720	1080
199289	1	2	720	1080
240000	2	3	1080	1440
191983	2	3	1080	1440
223987	2	3	1080	1440
240003	2	3	1080	1440
239972	2	3	1080	1440
191967	2	3	1080	1440
223935	2	3	1080	1440
208023	2	3	1080	1440
240038	2	3	1080	1440
207947	2	3	1080	1440
256016	2	3	1080	1440
304015	3	4	1440	1800
303994	3	4	1440	1800
271994	3	4	1440	1800
240005	3	4	1440	1800
287972	3	4	1440	1800
288064	3	4	1440	1800
304019	3	4	1440	1800
239993	3	4	1440	1800
271939	3	4	1440	1800
255988	3	4	1440	1800
255996	3	4	1440	1800
399952	4	5	1800	2160
352053	4	5	1800	2160
351986	4	5	1800	2160
320039	4	5	1800	2160
319976	4	5	1800	2160
319979	4	5	1800	2160
304006	4	5	1800	2160
367976	4	5	1800	2160
335969	4	5	1800	2160
351990	4	5	1800	2160
336105	4	5	1800	2160
304058	4	5	1800	2160
464013	5	6	2160	2520
447907	5	6	2160	2520
383972	5	6	2160	2520
383922	5	6	2160	2520
416092	5	6	2160	2520
415977	5	6	2160	2520
447962	5	6	2160	2520
368015	5	6	2160	2520
384042	5	6	2160	2520
416042	5	6	2160	2520
447913	5	6	2160	2520
463906	5	6	2160	2520
528027	6	7	2520	2880
528030	6	7	2520	2880
512050	6	7	2520	2880
463967	6	7	2520	2880
479968	6	7	2520	2880
496060	6	7	2520	2880
528019	6	7	2520	2880
560045	6	7	2520	2880
479972	6	7	2520	2880
527998	6	7	2520	2880
559990	6	7	2520	2880
463988	6	7	2520	2880
639986	7	8	2880	3240
624001	7	8	2880	3240
608026	7	8	2880	3240
623959	7	8	2880	3240
671998	7	8	2880	3240
672019	7	8	2880	3240
607976	7	8	2880	3240
607992	7	8	2880	3240
624027	7	8	2880	3240
656035	7	8	2880	3240
592004	7	8	2880	3240
752015	8	9	3240	3600
768044	8	9	3240	3600
767981	8	9	3240	3600
752016	8	9	3240	3600
767977	8	9	3240	3600
736038	8	9	3240	3600
943976	9	10	3600	3960
943960	9	10	3600	3960
1008007	9	10	3600	3960
975999	9	10	3600	3960
912017	9	10	3600	3960
992017	9	10	3600	3960
1184020	10	11	3960	4320
1136010	10	11	3960	4320
1168013	10	11	3960	4320
1199952	10	11	3960	4320
1199992	10	11	3960	4320
1151967	10	11	3960	4320
1472037	11	12	4320	4680
1456061	11	12	4320	4680
1424058	11	12	4320	4680
1472055	11	12	4320	4680
1472244	11	12	4320	4680
1408062	11	12	4320	4680
1792033	12	13	4680	5040
1807960	12	13	4680	5040
1808008	12	13	4680	5040
1776001	12	13	4680	5040
1775821	12	13	4680	5040
1792013	12	13	4680	5040
2176041	13	14	5040	5400
2160115	13	14	5040	5400
2160006	13	14	5040	5400
2192042	13	14	5040	5400
2207977	13	14	5040	5400
2192034	13	14	5040	5400
2655941	14	15	5400	5760
2735921	14	15	5400	5760
2640028	14	15	5400	5760
2703951	14	15	5400	5760
2656002	14	15	5400	5760
2687989	14	15	5400	5760
3280039	15	16	5760	6120
3360032	15	16	5760	6120
3280033	15	16	5760	6120
3328062	15	16	5760	6120
3296089	15	16	5760	6120
3311987	15	16	5760	6120
4128037	16	17	6120	6480
4128068	16	17	6120	6480
4191978	16	17	6120	6480
4176030	16	17	6120	6480
4143979	16	17	6120	6480
4160042	16	17	6120	6480
5424051	17	18	6480	6840
5408003	17	18	6480	6840
5408101	17	18	6480	6840
5424034	17	18	6480	6840
5440066	17	18	6480	6840
5392075	17	18	6480	6840
7024054	18	19	6840	7200
6992037	18	19	6840	7200
7040049	18	19	6840	7200
7008095	18	19	6840	7200
7056087	18	19	6840	7200
7072076	18	19	6840	7200
9136071	19	20	7200	7560
9120041	19	20	7200	7560
9136027	19	20	7200	7560
9168055	19	20	7200	7560
9136048	19	20	7200	7560
9168005	19	20	7200	7560
11792083	20	21	7560	7920
11760095	20	21	7560	7920
11776115	20	21	7560	7920
11792159	20	21	7560	7920
11792110	20	21	7560	7920
11808139	20	21	7560	7920
15184099	21	22	7920	8280
15216096	21	22	7920	8280
15184087	21	22	7920	8280
15200113	21	22	7920	8280
15248050	21	22	7920	8280
15264066	21	22	7920	8280
19536212	22	23	8280	8640
19568201	22	23	8280	8640
19616235	22	23	8280	8640
19536253	22	23	8280	8640
19600167	22	23	8280	8640
19584240	22	23	8280	8640
480032	6	7	2520	2880
672081	7	8	2880	3240
592010	7	8	2880	3240
688014	7	8	2880	3240
512021	6	7	2520	2880
623958	7	8	2880	3240
816008	8	9	3240	3600
784022	8	9	3240	3600
767892	8	9	3240	3600
607963	7	8	2880	3240
783999	8	9	3240	3600
815993	8	9	3240	3600
768081	8	9	3240	3600
927975	9	10	3600	3960
975987	9	10	3600	3960
800014	8	9	3240	3600
960055	9	10	3600	3960
959980	9	10	3600	3960
1008020	9	10	3600	3960
943982	9	10	3600	3960
1167995	10	11	3960	4320
1232019	10	11	3960	4320
1200000	10	11	3960	4320
1168131	10	11	3960	4320
1167984	10	11	3960	4320
1200122	10	11	3960	4320
1439997	11	12	4320	4680
1488004	11	12	4320	4680
1487945	11	12	4320	4680
1472019	11	12	4320	4680
1471901	11	12	4320	4680
1792010	12	13	4680	5040
1823982	12	13	4680	5040
1807991	12	13	4680	5040
1823946	12	13	4680	5040
1824035	12	13	4680	5040
